manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
메르세데스 벤츠,GLC 300 4MATIC,2018-08-17,2018-09-11,2020-03-12,4,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다.",SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2018-07-24,2018-11-12,2020-03-12,2530,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다.",SUV
메르세데스 벤츠,AMG GLC 43 4MATIC Coupe,2018-07-28,2018-07-28,2020-03-12,1,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다.",SUV
메르세데스 벤츠,AMG GLC 43 4MATIC,2018-07-28,2018-11-26,2020-03-12,22,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다.",SUV
메르세데스 벤츠,AMG GLC 63 4MATIC,2018-11-10,2018-11-22,2020-03-12,10,"생산 과정의 오류로 인해, 운전석 햇빛 가리개의 바깥면에 타 국가의 에어백 경고 가 부착되었을 수 있습니다. 에어백 경고 문구 설명이 한국어로 작성되지 않았을 수 있습니다.",SUV
혼다코리아,ODYSSEY,2017-06-19,2019-10-15,2020-03-25,2424,"가. 3열 좌측에 위치한 악세서리 파워 소켓(시거잭) 하네스가 고정되지 않아, 생산 공장에서 3열 좌측 실내 트림 패널 설치 시 움직일 수 있음 나. 악세서리 파워 소켓 하네스가 트림 패널 안쪽 모서리 부위와 차체 돌출부 사이로 배치되는 경우 보호 튜브가 눌려져 손상되거나 내부 하네스의 피복이 노출될 수 있음",MPV/미니밴
볼보,XC90,2019-01-23,2020-03-10,2020-03-30,1805,"국내 수입된 19~20 년식 S60, S90, S90L, V60CC, V90CC, XC40, XC60, X90 차량 일부에서 운전자 보조 장치인 비상자동제동장치(AEBS)가 제대로 작동하지 않을 수 있는 것을 확인하였습니다. 이는 소프트웨어 오류에 의한 결함이며, 이로 인해 비상자동제동장치(AEBS)의 제어 모듈 내 작동 환경(내부 메모리 온도상태)이 제대로 인식되지 못하여 카메라 및 레이더가 전방 장애물을 올바르게 인식하지 못하게 됩니다 비상자동제동장치(AEBS)란? 주행 중 전방 충돌 상황을 감지하여 충돌을 완화하거나 회피할 목적으로 자동차를 감속 또는 정지시키기 위하여 자동으로 제동장치를 작동시키는 장치.",SUV
메르세데스 벤츠,GLK 250 4MATIC,2013-09-04,2014-02-26,2020-04-16,2,질산암모늄을 인플레이터로 사용한 건조제 없는 에어백이 장시간 높은 절대 습도에 노출 된 경우 에어백 전개시 에어백 인플레이터의 하우징이 과도한 내부 압력으로 인해 파열될 수 있습니다.,SUV
메르세데스 벤츠,GLK 220 CDI 4MATIC,2012-02-15,2015-06-03,2020-04-16,4631,질산암모늄을 인플레이터로 사용한 건조제 없는 에어백이 장시간 높은 절대 습도에 노출 된 경우 에어백 전개시 에어백 인플레이터의 하우징이 과도한 내부 압력으로 인해 파열될 수 있습니다.,SUV
현대자동차,GV80(JX1),2020-03-16,2020-04-08,2020-04-20,478,GV80 스마트스트림 G3.5 엔진 장착 차량에서 인젝터 조립 장비 정렬이 간헐적으로 틀어짐으로써 조립 시 인젝터 원형 고무링 손상되어 연료 누유 발생 ※ 원형 고무링 : 인젝터의 기밀성을 유지하기 위해 밀봉부에 사용하는 부품,SUV
현대자동차,GV80(JX1),2019-12-31,2020-04-06,2020-04-20,3247,고속도로 주행 보조2(HDA2) 기능 작동 중 제어기 통신 불량 감지 시 차로 변경 보조(LCA) 고장 경고 문구가 표출되지 않음,SUV
현대자동차,GV80 (JX1),2020-01-07,2020-02-18,2020-04-20,757,원격 스마트 주차 보조 기능(RSPA) 고장 감지 시 필요한 차량 제어 로직 미흡으로 원격 주차 시 원격 스마트 주차 보조 기능이 정상 작동이 되지 않는 결함 ※ 원격 스마트 주차 보조(RSPA) : 운전자가 하차 상태에서 원격으로 주차/출차를 할 수 있게 해주는 주차 편의 시스템,SUV
토요타,토요타 시에나 AWD,2017-11-10,2019-02-01,2020-04-29,673,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형 되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음.",MPV/미니밴
토요타,토요타 시에나 2WD,2017-11-10,2019-02-11,2020-04-29,206,"연료펌프의 내부 부품(임펠러)의 제조가 부적절하여 해당부품이 변형 되어, 임펠러와 펌프케이스가 간섭 될 가능성이 있음.",MPV/미니밴
기아,카니발(VQ),2005-06-10,2009-12-14,2020-05-25,79001,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생,MPV/미니밴
기아,쏘렌토(BL),2006-04-10,2008-12-01,2020-05-25,34497,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생,SUV
기아,그랜드카니발(VQ) 승용,2010-04-09,2014-03-31,2020-05-25,388,3.5ℓ MPI 가솔린 엔진 장착 차량에서 연료 공급 파이프 제조 불량에 의한 파이프 두께 불균일로 장기간 사용 시 파이프 손상에 의한 누유 발생,MPV/미니밴
기아,그랜드카니발(VQ) 승합,2011-06-08,2014-03-26,2020-05-25,369,3.5ℓ MPI 가솔린 엔진 장착 차량에서 연료 공급 파이프 제조 불량에 의한 파이프 두께 불균일로 장기간 사용 시 파이프 손상에 의한 누유 발생,MPV/미니밴
현대자동차,싼타페(CM),2005-03-16,2009-07-09,2020-05-25,181124,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생,SUV
BMW,BMW X5 M50d,2013-07-26,2017-06-26,2020-06-01,61,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 M50d,2013-07-18,2018-06-28,2020-10-01,675,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive25d,2017-08-11,2017-08-11,2020-06-01,1,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive30d,2018-08-20,2018-08-28,2020-06-01,21,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive30d,2018-08-20,2019-02-22,2020-08-01,514,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X7 xDrive30d,2018-12-21,2019-02-15,2020-08-01,111,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X7 xDrive30d,2018-07-19,2018-07-19,2020-06-01,1,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive30d,2013-07-23,2018-06-28,2020-06-01,2596,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive30d,2013-07-20,2017-05-16,2020-08-01,5961,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive35d,2014-03-17,2014-03-17,2020-06-01,1,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive35d,2014-02-11,2015-04-12,2020-08-01,12,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive40d,2014-10-13,2018-06-25,2020-06-01,230,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
BMW,BMW X5 xDrive40d,2014-01-11,2017-05-15,2020-08-01,1201,"당사는 당사의 EGR 쿨러가 이전 리콜 대상 EGR 쿨러에 비하여 개선되고 최적화 되었음을 입증하였습니다. 당사의 철학과 경영 정책에 따라, 개별 현장 사례의 분석을 계속하였습니다. 그 결과, 지속적인 노력을 통해 상황이 개선되었음에도, 현장에서 적은 수이기는 하나 EGR 쿨러의 누수가 의심되는 사례를 관찰하게 되었습니다. 이에 고객의 이익과 편의를 충실히 보호하고, 동시에 당사에 매우 중요한 한국 시장을 보호하기 위하여, 현장의 적은 수이기는 하나 이러한 의심 사례를 대처하고 해소하기 위한 예방적인 조치를 취하기로 결정하였습니다. 중요한 점으로서, 당사는 귀 기관과 자동차안전연구원에 모든 것을 투명하게 공개하며, 위와 같은 상황을 명확히 전달 드려왔고, 귀 기관 및 자동차안전연구원과의 충분한 논의를 거친 후, 이번 리콜을 시행하기로 결정하였다는 점을 말씀드립니다.",SUV
현대자동차,싼타페(TM),2018-09-14,2019-11-25,2020-06-05,111609,일부 차량에서 브레이크 호스 내 공기빼기 작업 미흡으로 인해 제동력 제어 시점 지연으로 자동차안정성제어장치(ESC) 작동 조건에서 차량의 측방향 미끄러짐이 일부 발생할 수 있는 기준 부적합 결함이 발견되어 제작결함시정을 하고자 함,SUV
토요타,토요타 RAV4 하이브리드 AWD,2019-09-25,2019-10-25,2020-06-25,168,프런트 로어 암의 재료(강철판)를 생산하는 공급처의 재료 제조 공정이 부적절하여 로어 암에 균열이 발생 할 가능성이 있음.,SUV
토요타,토요타 RAV4 하이브리드 2WD,2019-09-25,2019-10-25,2020-06-25,93,프런트 로어 암의 재료(강철판)를 생산하는 공급처의 재료 제조 공정이 부적절하여 로어 암에 균열이 발생 할 가능성이 있음.,SUV
KG 모빌리티,티볼리(디젤),2015-07-01,2020-06-07,2020-06-30,76858,연료 필터와 고압펌프 사이에 장착된 연료 공급호스가 재질 내구성(내환경) 부족에 따른 호스 내/외면에 미세한 Crack 발생으로 미세하게 연료가 누유될 가능성 존재,SUV
현대자동차,GV80(JX1),2019-11-07,2020-06-18,2020-07-06,15997,GV80(JX1) 차량에서 경사로 정차 시 계기판 내 주행가능거리가 과도하게 높게 표시되어 주행가능거리로만 판단 후 지속 운행 시 연료부족으로 인하여 시동이 꺼질 가능성,SUV
기아,카니발(YP),2019-07-26,2020-04-06,2020-07-16,4123,알터네이터 B+단자 안착부 형상 변경에 따른 너트 불완전 체결 ※알터네이터 : 엔진의 회전력에 의해 전기를 생산하여 차량의 각종 전기장치에 전력을 공급하는 전원장치,MPV/미니밴
기아,카니발(YP),2019-09-26,2020-04-01,2020-07-16,107,알터네이터 B+단자 안착부 형상 변경에 따른 너트 불완전 체결 ※알터네이터 : 엔진의 회전력에 의해 전기를 생산하여 차량의 각종 전기장치에 전력을 공급하는 전원장치,MPV/미니밴
메르세데스 벤츠,AMG GLC 43 4MATIC,2020-01-24,2020-02-10,2020-07-17,4,생산 과정의 오류로 인해 뒤 좌측 시트 등받이의 전자식 잠금장치의 강도가 부족하게 제작되었을 수 있습니다. 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손 될 수 있습니다.,SUV
메르세데스 벤츠,AMG GLC 43 4MATIC,2020-01-24,2020-02-04,2020-07-17,10,생산 과정의 오류로 인해 뒤 좌측 시트 등받이의 전자식 잠금장치의 강도가 부족하게 제작되었을 수 있습니다. 차량 충돌 시 트렁크에 적재되어 있는 화물이 시트 등받이에 부딪혀 잠금장치가 파손 될 수 있습니다.,SUV
메르세데스 벤츠,GLA 220,2019-11-08,2019-11-14,2020-07-17,2,공급 업체 생산 오류로 인하여 뒷면 방향 지시등 반사경이 규정에 맞지 않게 제작 되었을 수 있습니다. 방향 지시등의 광도 기준값을 충족하지 못할 수 있습니다.,SUV
메르세데스 벤츠,GLA 250 4MATIC,2019-11-06,2019-11-06,2020-07-17,1,공급 업체 생산 오류로 인하여 뒷면 방향 지시등 반사경이 규정에 맞지 않게 제작 되었을 수 있습니다. 방향 지시등의 광도 기준값을 충족하지 못할 수 있습니다.,SUV
르노코리아,XM3,2019-12-17,2020-06-19,2020-07-20,19063,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러*의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,SUV
르노코리아,CAPTUR,2019-12-23,2020-02-11,2020-07-20,930,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러*의 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,SUV
현대자동차,GV80(JX1),2020-06-18,2020-07-11,2020-08-06,1403,GV80(JX1) 차량에서 경사로 정차 시 계기판 내 주행가능거리가 과도하게 높게 표시되어 주행가능거리로만 판단 후 지속 운행 시 연료부족으로 인하여 시동이 꺼질 가능성,SUV
메르세데스 벤츠,AMG GLC 63 S 4MATIC,2019-03-25,2019-04-01,2020-08-07,2,"부품 공급 업체의 개발 과정 오류로 인하여 ESP 컨트롤 유닛 소프트웨어가 사양에 맞지 않을 수 있습니다. 차량 주행 시 요레이트 센서가 자가 진단을 실행하는 경우에는 매우 짧은 시간이긴 하지만, ESP 컨트롤 유닛이 요레이트 센서의 값을 확인하지 못할 수 있습니다. 이러한 경우 ESP 시스템이 주행 상황에 맞게 작동되지 않을 수 있습니다.",SUV
BMW,BMW X7 xDrive30d,2019-08-02,2019-08-02,2020-08-14,1,BMW 자체 품질 조사 결과 2019년 8월 2일 생산된 BMW X7 xDrive30d 차량에서 스티어링 스핀들* 관련한 제작결함이 발견 되었습니다. 생산과정에서의 조립공정 오류로 스티어링 스핀들 고정너트를 체결하지 않았을 가능성이 있습니다.,SUV
메르세데스 벤츠,GLC 300 4MATIC Coupe,2019-11-14,2020-01-17,2020-08-28,6,"생산 공정상 오류로 인하여 터보차저 오일 공급 및 리턴 호스가 정확하게 장착되지 않았을 수 있습니다. 오일 호스가 올바르게 장착되지 않은 경우, 터보차저 오일 호스에서 오일이 누유 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 300 4MATIC,2019-10-09,2020-01-15,2020-08-28,12,"생산 공정상 오류로 인하여 터보차저 오일 공급 및 리턴 호스가 정확하게 장착되지 않았을 수 있습니다. 오일 호스가 올바르게 장착되지 않은 경우, 터보차저 오일 호스에서 오일이 누유 될 수 있습니다.",SUV
메르세데스 벤츠,GLC 250 d 4MATIC,2018-02-28,2018-03-09,2020-08-28,6,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있습니다. SOS비상 전화 시스템(eCall): 운전자가 사고 발생 시 자동적으로 또는 SOS 버튼을 수동적으로 눌러 메르세데스-벤츠 비상 센터와 비상 전화로 통화가 가능하며, 현재 차량 위치 등의 차량 데이터가 메르세데스-벤츠 비상 센터로 전송됩니다. 이를 통하여 사고 발생 시 구조팀의 신속한 구조가 실행될 수 있습니다. SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있는 경우 SOS비상 전화 시스템(eCall)이 작동되지 않을 수 있습니다.",SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2017-11-02,2018-03-02,2020-08-28,8,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있습니다. SOS비상 전화 시스템(eCall): 운전자가 사고 발생 시 자동적으로 또는 SOS 버튼을 수동적으로 눌러 메르세데스-벤츠 비상 센터와 비상 전화로 통화가 가능하며, 현재 차량 위치 등의 차량 데이터가 메르세데스-벤츠 비상 센터로 전송됩니다. 이를 통하여 사고 발생 시 구조팀의 신속한 구조가 실행될 수 있습니다. SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있는 경우 SOS비상 전화 시스템(eCall)이 작동되지 않을 수 있습니다.",SUV
메르세데스 벤츠,AMG GLC 43 4MATIC,2017-06-20,2017-09-28,2020-08-28,4,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있습니다. SOS비상 전화 시스템(eCall): 운전자가 사고 발생 시 자동적으로 또는 SOS 버튼을 수동적으로 눌러 메르세데스-벤츠 비상 센터와 비상 전화로 통화가 가능하며, 현재 차량 위치 등의 차량 데이터가 메르세데스-벤츠 비상 센터로 전송됩니다. 이를 통하여 사고 발생 시 구조팀의 신속한 구조가 실행될 수 있습니다. SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있는 경우 SOS비상 전화 시스템(eCall)이 작동되지 않을 수 있습니다.",SUV
메르세데스 벤츠,GLC 220 d 4MATIC,2017-06-12,2018-02-16,2020-08-28,13,"SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있습니다. SOS비상 전화 시스템(eCall): 운전자가 사고 발생 시 자동적으로 또는 SOS 버튼을 수동적으로 눌러 메르세데스-벤츠 비상 센터와 비상 전화로 통화가 가능하며, 현재 차량 위치 등의 차량 데이터가 메르세데스-벤츠 비상 센터로 전송됩니다. 이를 통하여 사고 발생 시 구조팀의 신속한 구조가 실행될 수 있습니다. SOS 비상 전화 시스템(eCall)을 위한 통신 모듈 소프트웨어에 오류가 있는 경우 SOS비상 전화 시스템(eCall)이 작동되지 않을 수 있습니다.",SUV
